Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
2410	0.0620	0.4221	0.1470	Typhaang_comp50587_c0_seq2	Typhaang_comp50587_c0_seq5
2411	0.0017	0.0036	0.4627	Typhaang_comp50592_c0_seq1	Typhaang_comp50592_c0_seq5
2412	0.0039	0.0059	0.6693	Typhaang_comp50592_c0_seq1	Typhaang_comp50592_c0_seq6
2413	0.0035	0.0050	0.7048	Typhaang_comp50592_c0_seq1	Typhaang_comp50592_c0_seq4
2414	0.0053	0.0098	0.5355	Typhaang_comp50592_c0_seq1	Typhaang_comp50592_c0_seq8
2415	0.0028	0.0063	0.4505	Typhaang_comp50592_c0_seq1	Typhaang_comp50592_c0_seq7
2416	0.0083	0.0101	0.8213	Typhaang_comp50592_c0_seq2	Typhaang_comp50592_c0_seq6
2417	0.0026	0.0076	0.3485	Typhaang_comp50592_c0_seq2	Typhaang_comp50592_c0_seq5
2418	0.0085	0.0087	0.9812	Typhaang_comp50592_c0_seq2	Typhaang_comp50592_c0_seq4
2419	0.0102	0.0134	0.7582	Typhaang_comp50592_c0_seq2	Typhaang_comp50592_c0_seq8
2420	0.0039	0.0112	0.3470	Typhaang_comp50592_c0_seq2	Typhaang_comp50592_c0_seq7
2421	0.0037	0.0066	0.5658	Typhaang_comp50592_c0_seq3	Typhaang_comp50592_c0_seq7
2422	0.0045	0.0050	0.9009	Typhaang_comp50592_c0_seq3	Typhaang_comp50592_c0_seq4
2423	0.0062	0.0099	0.6331	Typhaang_comp50592_c0_seq3	Typhaang_comp50592_c0_seq8
2424	0.0043	0.0062	0.6922	Typhaang_comp50592_c0_seq3	Typhaang_comp50592_c0_seq6
2425	0.0018	0.0038	0.4720	Typhaang_comp50592_c0_seq3	Typhaang_comp50592_c0_seq5
2426	0.0018	0.0037	0.4959	Typhaang_comp50592_c0_seq4	Typhaang_comp50592_c0_seq8
2427	0.0041	0.0059	0.6910	Typhaang_comp50592_c0_seq4	Typhaang_comp50592_c0_seq7
2428	0.0029	0.0060	0.4885	Typhaang_comp50592_c0_seq4	Typhaang_comp50592_c0_seq6
2429	0.0052	0.0095	0.5428	Typhaang_comp50592_c0_seq4	Typhaang_comp50592_c0_seq5
2430	0.0024	0.0010	2.3878	Typhaang_comp50592_c0_seq5	Typhaang_comp50592_c0_seq6
2431	0.0034	0.0049	0.7019	Typhaang_comp50592_c0_seq5	Typhaang_comp50592_c0_seq8
2432	0.0033	0.0049	0.6851	Typhaang_comp50592_c0_seq6	Typhaang_comp50592_c0_seq7
2433	0.0021	0.0025	0.8578	Typhaang_comp50592_c0_seq7	Typhaang_comp50592_c0_seq8
2434	0.0885	0.2623	0.3374	Typhaang_comp50593_c0_seq1	Typhaang_comp50593_c0_seq2
2435	0.0334	0.0309	1.0811	Typhaang_comp50595_c8_seq1	Typhaang_comp50595_c8_seq2
2436	0.0185	1.0187	0.0181	Typhaang_comp50596_c0_seq1	Typhaang_comp50596_c0_seq4
2437	0.0218	1.0557	0.0206	Typhaang_comp50596_c0_seq1	Typhaang_comp50596_c0_seq6
2438	0.0161	1.0721	0.0150	Typhaang_comp50596_c0_seq1	Typhaang_comp50596_c0_seq5
2439	0.0196	1.1096	0.0177	Typhaang_comp50596_c0_seq1	Typhaang_comp50596_c0_seq7
2440	0.0109	0.3290	0.0331	Typhaang_comp50596_c0_seq1	Typhaang_comp50596_c0_seq12
2441	0.0267	0.8055	0.0332	Typhaang_comp50596_c0_seq1	Typhaang_comp50596_c0_seq11
2442	0.0117	0.7741	0.0151	Typhaang_comp50596_c0_seq11	Typhaang_comp50596_c0_seq7
2443	0.0117	0.7741	0.0151	Typhaang_comp50596_c0_seq11	Typhaang_comp50596_c0_seq6
2444	0.0207	1.1941	0.0174	Typhaang_comp50596_c0_seq11	Typhaang_comp50596_c0_seq5
2445	0.0207	1.1941	0.0174	Typhaang_comp50596_c0_seq11	Typhaang_comp50596_c0_seq4
2446	0.0128	1.0294	0.0124	Typhaang_comp50596_c0_seq12	Typhaang_comp50596_c0_seq7
2447	0.0128	1.0294	0.0124	Typhaang_comp50596_c0_seq12	Typhaang_comp50596_c0_seq6
2448	0.0128	1.0294	0.0124	Typhaang_comp50596_c0_seq12	Typhaang_comp50596_c0_seq5
2449	0.0128	1.0294	0.0124	Typhaang_comp50596_c0_seq12	Typhaang_comp50596_c0_seq4
2450	0.0032	0.1178	0.0269	Typhaang_comp50596_c0_seq4	Typhaang_comp50596_c0_seq6
2451	0.0034	0.1257	0.0267	Typhaang_comp50596_c0_seq4	Typhaang_comp50596_c0_seq7
2452	0.0034	0.1257	0.0267	Typhaang_comp50596_c0_seq5	Typhaang_comp50596_c0_seq7
2453	0.0034	0.1257	0.0267	Typhaang_comp50596_c0_seq5	Typhaang_comp50596_c0_seq6
2454	0.0119	0.5727	0.0207	Typhaang_comp50599_c0_seq1	Typhaang_comp50599_c0_seq2
2455	0.0012	0.0000	99.0000	Typhaang_comp50600_c0_seq1	Typhaang_comp50600_c0_seq4
2456	0.0012	0.0000	99.0000	Typhaang_comp50600_c0_seq1	Typhaang_comp50600_c0_seq2
2457	0.0023	0.0000	99.0000	Typhaang_comp50600_c0_seq1	Typhaang_comp50600_c0_seq3
2458	0.0216	0.0428	0.5042	Typhaang_comp50600_c0_seq10	Typhaang_comp50600_c0_seq3
2459	0.0012	0.0030	0.3917	Typhaang_comp50600_c0_seq2	Typhaang_comp50600_c0_seq3
2460	0.0000	0.0043	0.0010	Typhaang_comp50600_c0_seq2	Typhaang_comp50600_c0_seq7
2461	0.0000	0.0043	0.0010	Typhaang_comp50600_c0_seq2	Typhaang_comp50600_c0_seq5
2462	0.0012	0.0030	0.3917	Typhaang_comp50600_c0_seq3	Typhaang_comp50600_c0_seq4
2463	0.0018	0.0000	99.0000	Typhaang_comp50600_c0_seq3	Typhaang_comp50600_c0_seq7
2464	0.0018	0.0000	99.0000	Typhaang_comp50600_c0_seq3	Typhaang_comp50600_c0_seq5
2465	0.0131	0.0681	0.1921	Typhaang_comp50600_c0_seq3	Typhaang_comp50600_c0_seq9
2466	0.0000	0.0043	0.0010	Typhaang_comp50600_c0_seq4	Typhaang_comp50600_c0_seq7
2467	0.0000	0.0043	0.0010	Typhaang_comp50600_c0_seq4	Typhaang_comp50600_c0_seq5
2468	0.0085	0.0302	0.2824	Typhaang_comp50602_c1_seq1	Typhaang_comp50602_c1_seq2
2469	0.0559	0.1977	0.2826	Typhaang_comp50603_c0_seq1	Typhaang_comp50603_c0_seq2
2470	0.0225	0.0376	0.5992	Typhaang_comp50610_c0_seq2	Typhaang_comp50610_c0_seq4
2471	0.0371	0.8319	0.0446	Typhaang_comp50610_c0_seq6	Typhaang_comp50610_c0_seq7
2472	0.0762	0.5302	0.1438	Typhaang_comp50612_c2_seq1	Typhaang_comp50612_c2_seq6
2473	0.0762	0.5302	0.1438	Typhaang_comp50612_c2_seq1	Typhaang_comp50612_c2_seq5
2474	0.0762	0.5302	0.1438	Typhaang_comp50612_c2_seq2	Typhaang_comp50612_c2_seq6
2475	0.0762	0.5302	0.1438	Typhaang_comp50612_c2_seq2	Typhaang_comp50612_c2_seq5
2476	0.0762	0.5302	0.1438	Typhaang_comp50612_c2_seq3	Typhaang_comp50612_c2_seq6
2477	0.0762	0.5302	0.1438	Typhaang_comp50612_c2_seq3	Typhaang_comp50612_c2_seq5
2478	0.0762	0.5302	0.1438	Typhaang_comp50612_c2_seq4	Typhaang_comp50612_c2_seq6
2479	0.0762	0.5302	0.1438	Typhaang_comp50612_c2_seq4	Typhaang_comp50612_c2_seq5
2480	0.1043	1.8098	0.0576	Typhaang_comp50615_c1_seq1	Typhaang_comp50615_c1_seq3
2481	0.1043	1.8098	0.0576	Typhaang_comp50615_c1_seq2	Typhaang_comp50615_c1_seq3
2482	0.0546	0.6279	0.0870	Typhaang_comp50616_c0_seq1	Typhaang_comp50616_c0_seq3
2483	0.1086	0.7997	0.1358	Typhaang_comp50616_c0_seq1	Typhaang_comp50616_c0_seq2
2484	0.0555	0.1418	0.3917	Typhaang_comp50616_c0_seq2	Typhaang_comp50616_c0_seq3
2485	0.0716	0.7373	0.0971	Typhaang_comp50616_c0_seq2	Typhaang_comp50616_c0_seq5
2486	0.0716	0.7373	0.0971	Typhaang_comp50616_c0_seq3	Typhaang_comp50616_c0_seq5
2487	0.0000	0.0000	0.0010	Typhaang_comp50619_c0_seq1	Typhaang_comp50619_c0_seq4
2488	0.0000	0.0000	0.4019	Typhaang_comp50619_c0_seq1	Typhaang_comp50619_c0_seq6
2489	0.0000	0.0000	0.4019	Typhaang_comp50619_c0_seq2	Typhaang_comp50619_c0_seq6
2490	0.0000	0.0000	0.4019	Typhaang_comp50619_c0_seq2	Typhaang_comp50619_c0_seq4
2491	0.0000	0.0000	0.0010	Typhaang_comp50619_c0_seq3	Typhaang_comp50619_c0_seq4
2492	0.0000	0.0000	0.4019	Typhaang_comp50619_c0_seq3	Typhaang_comp50619_c0_seq6
2493	0.0000	0.0000	0.4019	Typhaang_comp50619_c0_seq4	Typhaang_comp50619_c0_seq5
2494	0.0000	0.0000	0.4019	Typhaang_comp50619_c0_seq5	Typhaang_comp50619_c0_seq6
2495	0.0461	0.4160	0.1109	Typhaang_comp50622_c0_seq10	Typhaang_comp50622_c0_seq7
2496	0.0450	0.4405	0.1022	Typhaang_comp50622_c0_seq10	Typhaang_comp50622_c0_seq5
2497	0.0372	0.4158	0.0894	Typhaang_comp50622_c0_seq10	Typhaang_comp50622_c0_seq12
2498	0.1120	0.5831	0.1921	Typhaang_comp50622_c0_seq10	Typhaang_comp50622_c0_seq13
2499	0.0203	0.0936	0.2169	Typhaang_comp50622_c0_seq12	Typhaang_comp50622_c0_seq5
2500	0.0580	0.7951	0.0729	Typhaang_comp50622_c0_seq2	Typhaang_comp50622_c0_seq4
2501	0.0766	0.5901	0.1298	Typhaang_comp50622_c0_seq3	Typhaang_comp50622_c0_seq6
2502	0.0321	0.1905	0.1686	Typhaang_comp50622_c0_seq5	Typhaang_comp50622_c0_seq7
2503	0.0813	0.5410	0.1502	Typhaang_comp50622_c0_seq6	Typhaang_comp50622_c0_seq9
2504	0.0813	0.5410	0.1502	Typhaang_comp50622_c0_seq6	Typhaang_comp50622_c0_seq8
2505	0.0032	0.0125	0.2599	Typhaang_comp50625_c0_seq2	Typhaang_comp50625_c0_seq4
2506	0.0000	0.0000	0.4019	Typhaang_comp50625_c0_seq2	Typhaang_comp50625_c0_seq3
2507	0.0033	0.0128	0.2599	Typhaang_comp50625_c0_seq2	Typhaang_comp50625_c0_seq5
2508	0.0042	0.0177	0.2391	Typhaang_comp50625_c0_seq2	Typhaang_comp50625_c0_seq7
2509	0.0033	0.0126	0.2598	Typhaang_comp50625_c0_seq3	Typhaang_comp50625_c0_seq5
2510	0.0033	0.0126	0.2598	Typhaang_comp50625_c0_seq3	Typhaang_comp50625_c0_seq4
2511	0.0041	0.0173	0.2394	Typhaang_comp50625_c0_seq3	Typhaang_comp50625_c0_seq7
2512	0.0000	0.0000	0.4466	Typhaang_comp50625_c0_seq4	Typhaang_comp50625_c0_seq5
2513	0.0042	0.0177	0.2391	Typhaang_comp50625_c0_seq4	Typhaang_comp50625_c0_seq6
2514	0.0042	0.0177	0.2391	Typhaang_comp50625_c0_seq5	Typhaang_comp50625_c0_seq6
2515	0.0042	0.0177	0.2391	Typhaang_comp50625_c0_seq6	Typhaang_comp50625_c0_seq7
2516	0.0016	0.0000	99.0000	Typhaang_comp50628_c0_seq1	Typhaang_comp50628_c0_seq2
2517	0.0016	0.0000	99.0000	Typhaang_comp50628_c0_seq1	Typhaang_comp50628_c0_seq4
2518	0.0000	0.0000	0.4019	Typhaang_comp50628_c0_seq2	Typhaang_comp50628_c0_seq4
2519	0.0000	0.0000	0.0010	Typhaang_comp50629_c0_seq1	Typhaang_comp50629_c0_seq2
2520	0.1964	1.6173	0.1215	Typhaang_comp50629_c4_seq2	Typhaang_comp50629_c4_seq3
2521	0.0036	0.0447	0.0799	Typhaang_comp50630_c0_seq1	Typhaang_comp50630_c0_seq2
2522	0.0439	0.5812	0.0755	Typhaang_comp50630_c0_seq1	Typhaang_comp50630_c0_seq3
2523	0.0439	0.5812	0.0755	Typhaang_comp50630_c0_seq2	Typhaang_comp50630_c0_seq3
2524	0.0000	0.0000	0.0010	Typhaang_comp50633_c0_seq1	Typhaang_comp50633_c0_seq2
2525	0.0797	0.4805	0.1658	Typhaang_comp50634_c2_seq1	Typhaang_comp50634_c2_seq2
2526	0.1321	0.6855	0.1928	Typhaang_comp50634_c2_seq1	Typhaang_comp50634_c2_seq3
2527	0.0627	0.6602	0.0950	Typhaang_comp50638_c0_seq1	Typhaang_comp50638_c0_seq2
2528	0.0013	0.0050	0.2538	Typhaang_comp50639_c1_seq1	Typhaang_comp50639_c1_seq2
2529	0.0116	0.0323	0.3582	Typhaang_comp50639_c1_seq2	Typhaang_comp50639_c1_seq3
2530	0.1134	0.6610	0.1716	Typhaang_comp50642_c1_seq1	Typhaang_comp50642_c1_seq2
2531	0.1273	0.7013	0.1815	Typhaang_comp50642_c1_seq2	Typhaang_comp50642_c1_seq3
2532	0.0819	0.6378	0.1284	Typhaang_comp50642_c1_seq2	Typhaang_comp50642_c1_seq4
2533	0.0000	0.0000	0.0010	Typhaang_comp50643_c0_seq11	Typhaang_comp50643_c0_seq12
2534	0.0000	0.0000	0.3217	Typhaang_comp50643_c0_seq11	Typhaang_comp50643_c0_seq9
2535	0.1001	0.1827	0.5481	Typhaang_comp50643_c0_seq11	Typhaang_comp50643_c0_seq14
2536	0.1060	0.1912	0.5542	Typhaang_comp50643_c0_seq11	Typhaang_comp50643_c0_seq7
2537	0.0000	0.0000	0.0010	Typhaang_comp50643_c0_seq12	Typhaang_comp50643_c0_seq13
2538	0.0905	0.1776	0.5096	Typhaang_comp50643_c0_seq12	Typhaang_comp50643_c0_seq14
2539	0.0964	0.1859	0.5185	Typhaang_comp50643_c0_seq12	Typhaang_comp50643_c0_seq7
2540	0.0000	0.0000	0.3217	Typhaang_comp50643_c0_seq13	Typhaang_comp50643_c0_seq9
2541	0.1001	0.1827	0.5481	Typhaang_comp50643_c0_seq13	Typhaang_comp50643_c0_seq14
2542	0.1060	0.1912	0.5542	Typhaang_comp50643_c0_seq13	Typhaang_comp50643_c0_seq7
2543	0.0051	0.0056	0.9124	Typhaang_comp50643_c0_seq14	Typhaang_comp50643_c0_seq7
2544	0.1008	0.1719	0.5863	Typhaang_comp50643_c0_seq14	Typhaang_comp50643_c0_seq9
2545	0.1067	0.1804	0.5917	Typhaang_comp50643_c0_seq7	Typhaang_comp50643_c0_seq9
2546	0.0014	0.0000	99.0000	Typhaang_comp50647_c1_seq1	Typhaang_comp50647_c1_seq2
2547	0.0016	0.0065	0.2480	Typhaang_comp50647_c1_seq2	Typhaang_comp50647_c1_seq4
2548	0.0398	0.6321	0.0629	Typhaang_comp50650_c0_seq1	Typhaang_comp50650_c0_seq2
2549	0.0090	0.0001	99.0000	Typhaang_comp50652_c0_seq1	Typhaang_comp50652_c0_seq2
2550	0.0398	0.9297	0.0428	Typhaang_comp50654_c0_seq14	Typhaang_comp50654_c0_seq17
2551	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq14	Typhaang_comp50654_c0_seq24
2552	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq14	Typhaang_comp50654_c0_seq21
2553	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq14	Typhaang_comp50654_c0_seq18
2554	0.0000	0.0482	0.0010	Typhaang_comp50654_c0_seq17	Typhaang_comp50654_c0_seq24
2555	0.0106	0.1023	0.1039	Typhaang_comp50654_c0_seq17	Typhaang_comp50654_c0_seq21
2556	0.0106	0.1023	0.1039	Typhaang_comp50654_c0_seq17	Typhaang_comp50654_c0_seq18
2557	0.0398	0.9297	0.0428	Typhaang_comp50654_c0_seq17	Typhaang_comp50654_c0_seq8
2558	0.0398	0.9297	0.0428	Typhaang_comp50654_c0_seq17	Typhaang_comp50654_c0_seq5
2559	0.0398	0.9297	0.0428	Typhaang_comp50654_c0_seq17	Typhaang_comp50654_c0_seq4
2560	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq18	Typhaang_comp50654_c0_seq8
2561	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq18	Typhaang_comp50654_c0_seq5
2562	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq18	Typhaang_comp50654_c0_seq4
2563	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq21	Typhaang_comp50654_c0_seq8
2564	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq21	Typhaang_comp50654_c0_seq5
2565	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq21	Typhaang_comp50654_c0_seq4
2566	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq24	Typhaang_comp50654_c0_seq8
2567	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq24	Typhaang_comp50654_c0_seq5
2568	0.0406	1.0795	0.0377	Typhaang_comp50654_c0_seq24	Typhaang_comp50654_c0_seq4
2569	0.0589	0.2911	0.2022	Typhaang_comp50655_c1_seq1	Typhaang_comp50655_c1_seq5
2570	0.0589	0.2911	0.2022	Typhaang_comp50655_c1_seq1	Typhaang_comp50655_c1_seq3
2571	0.0589	0.2911	0.2022	Typhaang_comp50655_c1_seq1	Typhaang_comp50655_c1_seq2
2572	0.0665	0.1337	0.4971	Typhaang_comp50655_c1_seq2	Typhaang_comp50655_c1_seq6
2573	0.0589	0.2911	0.2022	Typhaang_comp50655_c1_seq2	Typhaang_comp50655_c1_seq4
2574	0.0665	0.1337	0.4971	Typhaang_comp50655_c1_seq3	Typhaang_comp50655_c1_seq6
2575	0.0589	0.2911	0.2022	Typhaang_comp50655_c1_seq3	Typhaang_comp50655_c1_seq4
2576	0.0589	0.2911	0.2022	Typhaang_comp50655_c1_seq4	Typhaang_comp50655_c1_seq5
2577	0.0665	0.1337	0.4971	Typhaang_comp50655_c1_seq5	Typhaang_comp50655_c1_seq6
2578	0.0876	0.3709	0.2363	Typhaang_comp50657_c0_seq1	Typhaang_comp50657_c0_seq4
2579	0.0000	0.0000	0.4013	Typhaang_comp50657_c1_seq1	Typhaang_comp50657_c1_seq2
2580	0.0283	0.0548	0.5166	Typhaang_comp50659_c0_seq13	Typhaang_comp50659_c0_seq7
2581	0.0160	0.0406	0.3933	Typhaang_comp50659_c0_seq13	Typhaang_comp50659_c0_seq5
2582	0.0283	0.0548	0.5166	Typhaang_comp50659_c0_seq13	Typhaang_comp50659_c0_seq15
2583	0.2011	0.3628	0.5543	Typhaang_comp50659_c0_seq13	Typhaang_comp50659_c0_seq14
2584	0.0156	0.0408	0.3824	Typhaang_comp50659_c0_seq14	Typhaang_comp50659_c0_seq6
2585	0.0201	0.0570	0.3535	Typhaang_comp50659_c0_seq15	Typhaang_comp50659_c0_seq6
2586	0.0156	0.0408	0.3824	Typhaang_comp50659_c0_seq5	Typhaang_comp50659_c0_seq6
2587	0.0156	0.0408	0.3824	Typhaang_comp50659_c0_seq6	Typhaang_comp50659_c0_seq7
2588	0.0024	0.0110	0.2138	Typhaang_comp50660_c0_seq1	Typhaang_comp50660_c0_seq4
2589	0.0055	0.0269	0.2043	Typhaang_comp50660_c0_seq1	Typhaang_comp50660_c0_seq6
2590	0.0024	0.0110	0.2138	Typhaang_comp50660_c0_seq3	Typhaang_comp50660_c0_seq4
2591	0.0055	0.0269	0.2043	Typhaang_comp50660_c0_seq3	Typhaang_comp50660_c0_seq6
2592	0.0025	0.0117	0.2100	Typhaang_comp50660_c0_seq4	Typhaang_comp50660_c0_seq5
2593	0.0055	0.0269	0.2043	Typhaang_comp50660_c0_seq5	Typhaang_comp50660_c0_seq6
2594	0.0049	0.0090	0.5512	Typhaang_comp50662_c0_seq1	Typhaang_comp50662_c0_seq3
2595	0.0565	0.1142	0.4943	Typhaang_comp50662_c0_seq1	Typhaang_comp50662_c0_seq4
2596	0.0565	0.1142	0.4943	Typhaang_comp50662_c0_seq3	Typhaang_comp50662_c0_seq4
2597	0.0052	0.0047	1.1107	Typhaang_comp50663_c0_seq1	Typhaang_comp50663_c0_seq2
2598	0.1174	0.6887	0.1705	Typhaang_comp50663_c0_seq1	Typhaang_comp50663_c0_seq3
2599	0.0438	0.6810	0.0643	Typhaang_comp50663_c0_seq1	Typhaang_comp50663_c0_seq6
2600	0.1966	1.2578	0.1563	Typhaang_comp50663_c0_seq1	Typhaang_comp50663_c0_seq5
2601	0.1117	0.6775	0.1648	Typhaang_comp50663_c0_seq2	Typhaang_comp50663_c0_seq3
2602	0.0344	0.6702	0.0513	Typhaang_comp50663_c0_seq2	Typhaang_comp50663_c0_seq6
2603	0.1966	1.2578	0.1563	Typhaang_comp50663_c0_seq2	Typhaang_comp50663_c0_seq5
2604	0.0556	0.9335	0.0596	Typhaang_comp50663_c0_seq3	Typhaang_comp50663_c0_seq6
2605	0.1729	1.3160	0.1314	Typhaang_comp50663_c0_seq3	Typhaang_comp50663_c0_seq4
2606	0.1966	1.2578	0.1563	Typhaang_comp50663_c0_seq4	Typhaang_comp50663_c0_seq5
2607	0.0920	1.1386	0.0808	Typhaang_comp50665_c1_seq1	Typhaang_comp50665_c1_seq7
2608	0.0920	1.1386	0.0808	Typhaang_comp50665_c1_seq1	Typhaang_comp50665_c1_seq3
2609	0.1515	1.3770	0.1100	Typhaang_comp50665_c1_seq1	Typhaang_comp50665_c1_seq4
2610	0.0000	0.0000	0.4026	Typhaang_comp50665_c1_seq3	Typhaang_comp50665_c1_seq4
2611	0.0993	0.1674	0.5935	Typhaang_comp50665_c1_seq4	Typhaang_comp50665_c1_seq7
2612	0.0746	0.2280	0.3271	Typhaang_comp50666_c1_seq1	Typhaang_comp50666_c1_seq3
2613	0.0746	0.2280	0.3271	Typhaang_comp50666_c1_seq1	Typhaang_comp50666_c1_seq2
2614	0.0200	0.0867	0.2304	Typhaang_comp50668_c0_seq1	Typhaang_comp50668_c0_seq13
2615	0.0166	0.6375	0.0260	Typhaang_comp50668_c0_seq10	Typhaang_comp50668_c0_seq13
2616	0.0166	0.6375	0.0260	Typhaang_comp50668_c0_seq13	Typhaang_comp50668_c0_seq3
2617	0.0166	0.6375	0.0260	Typhaang_comp50668_c0_seq13	Typhaang_comp50668_c0_seq2
2618	0.0000	0.0081	0.0010	Typhaang_comp50674_c0_seq1	Typhaang_comp50674_c0_seq2
2619	0.0000	0.0164	0.0010	Typhaang_comp50676_c1_seq1	Typhaang_comp50676_c1_seq3
2620	0.0000	0.0162	0.0010	Typhaang_comp50678_c0_seq1	Typhaang_comp50678_c0_seq2
2621	0.0000	0.0236	0.0010	Typhaang_comp50678_c0_seq1	Typhaang_comp50678_c0_seq6
2622	0.0000	0.0236	0.0010	Typhaang_comp50678_c0_seq2	Typhaang_comp50678_c0_seq5
2623	0.0000	0.0235	0.0010	Typhaang_comp50678_c0_seq3	Typhaang_comp50678_c0_seq4
2624	0.0000	0.0236	0.0010	Typhaang_comp50678_c0_seq5	Typhaang_comp50678_c0_seq6
2625	0.1344	1.3141	0.1023	Typhaang_comp50680_c3_seq1	Typhaang_comp50680_c3_seq3
2626	0.1769	1.1402	0.1551	Typhaang_comp50680_c3_seq2	Typhaang_comp50680_c3_seq3
2627	0.0145	0.2032	0.0715	Typhaang_comp50681_c0_seq1	Typhaang_comp50681_c0_seq3
2628	0.0043	0.2920	0.0148	Typhaang_comp50681_c0_seq1	Typhaang_comp50681_c0_seq4
2629	0.0043	0.2920	0.0148	Typhaang_comp50681_c0_seq1	Typhaang_comp50681_c0_seq2
2630	0.0172	0.5472	0.0314	Typhaang_comp50681_c0_seq1	Typhaang_comp50681_c0_seq5
2631	0.0219	0.5527	0.0396	Typhaang_comp50681_c0_seq2	Typhaang_comp50681_c0_seq5
2632	0.0190	0.6087	0.0312	Typhaang_comp50681_c0_seq2	Typhaang_comp50681_c0_seq3
2633	0.0027	0.2745	0.0100	Typhaang_comp50681_c0_seq3	Typhaang_comp50681_c0_seq5
2634	0.0190	0.6087	0.0312	Typhaang_comp50681_c0_seq3	Typhaang_comp50681_c0_seq4
2635	0.0227	0.3132	0.0724	Typhaang_comp50681_c0_seq3	Typhaang_comp50681_c0_seq9
2636	0.0219	0.5527	0.0396	Typhaang_comp50681_c0_seq4	Typhaang_comp50681_c0_seq5
2637	0.0227	0.3132	0.0724	Typhaang_comp50681_c0_seq5	Typhaang_comp50681_c0_seq9
2638	0.0306	0.2025	0.1513	Typhaang_comp50682_c0_seq1	Typhaang_comp50682_c0_seq2
2639	0.0198	0.1205	0.1644	Typhaang_comp50682_c0_seq1	Typhaang_comp50682_c0_seq5
2640	0.1034	0.5273	0.1961	Typhaang_comp50682_c0_seq1	Typhaang_comp50682_c0_seq10
2641	0.1015	0.5364	0.1893	Typhaang_comp50682_c0_seq1	Typhaang_comp50682_c0_seq9
2642	0.1034	0.5273	0.1961	Typhaang_comp50682_c0_seq10	Typhaang_comp50682_c0_seq5
2643	0.1034	0.5273	0.1961	Typhaang_comp50682_c0_seq10	Typhaang_comp50682_c0_seq2
2644	0.1015	0.5364	0.1893	Typhaang_comp50682_c0_seq2	Typhaang_comp50682_c0_seq9
2645	0.1015	0.5364	0.1893	Typhaang_comp50682_c0_seq5	Typhaang_comp50682_c0_seq9
2646	0.0951	0.8378	0.1135	Typhaang_comp50683_c0_seq1	Typhaang_comp50683_c0_seq2
2647	0.0986	0.9306	0.1060	Typhaang_comp50683_c0_seq1	Typhaang_comp50683_c0_seq4
2648	0.1044	0.8620	0.1211	Typhaang_comp50683_c0_seq1	Typhaang_comp50683_c0_seq5
2649	0.0993	0.8399	0.1182	Typhaang_comp50683_c0_seq2	Typhaang_comp50683_c0_seq3
2650	0.1035	0.9375	0.1104	Typhaang_comp50683_c0_seq3	Typhaang_comp50683_c0_seq4
2651	0.1044	0.8620	0.1211	Typhaang_comp50683_c0_seq3	Typhaang_comp50683_c0_seq5
2652	0.0000	0.0000	0.3825	Typhaang_comp50690_c0_seq1	Typhaang_comp50690_c0_seq2
2653	0.2250	0.6048	0.3720	Typhaang_comp50691_c1_seq1	Typhaang_comp50691_c1_seq4
2654	0.2258	0.6050	0.3732	Typhaang_comp50691_c1_seq1	Typhaang_comp50691_c1_seq3
2655	0.2216	0.6167	0.3593	Typhaang_comp50691_c1_seq2	Typhaang_comp50691_c1_seq3
2656	0.2248	0.6141	0.3661	Typhaang_comp50691_c1_seq2	Typhaang_comp50691_c1_seq4
2657	0.0000	0.0033	0.0010	Typhaang_comp50693_c6_seq1	Typhaang_comp50693_c6_seq2
2658	0.2064	0.7099	0.2907	Typhaang_comp50697_c1_seq1	Typhaang_comp50697_c1_seq7
2659	0.2064	0.7099	0.2907	Typhaang_comp50697_c1_seq1	Typhaang_comp50697_c1_seq11
2660	0.2112	0.7014	0.3011	Typhaang_comp50697_c1_seq10	Typhaang_comp50697_c1_seq7
2661	0.2112	0.7014	0.3011	Typhaang_comp50697_c1_seq10	Typhaang_comp50697_c1_seq11
2662	0.2064	0.7099	0.2907	Typhaang_comp50697_c1_seq11	Typhaang_comp50697_c1_seq6
2663	0.2112	0.7014	0.3011	Typhaang_comp50697_c1_seq11	Typhaang_comp50697_c1_seq5
2664	0.2112	0.7014	0.3011	Typhaang_comp50697_c1_seq11	Typhaang_comp50697_c1_seq3
2665	0.1270	0.7866	0.1615	Typhaang_comp50697_c1_seq11	Typhaang_comp50697_c1_seq15
2666	0.1270	0.7866	0.1615	Typhaang_comp50697_c1_seq15	Typhaang_comp50697_c1_seq7
2667	0.2112	0.7014	0.3011	Typhaang_comp50697_c1_seq3	Typhaang_comp50697_c1_seq7
